gender,age,field,career,attr,sinc,intel,fun,amb,shar,sports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
0,24.0,law,law,-0.6647627148010963,-0.18608651207201818,0.36980422386904405,-1.3630140761354392,-0.5507768013638183,-1.230229788877834,-1.2997637961456472,0.30054493807377836,1.3231550106109435,0.4082446235918772,-0.4452012764271533,-1.0376843995421237,0.5061021170077596,0.8764345476080926,1.2801460981916553,-1.7273228071348263,0.9699287725690307,-0.06893423750855704,0.01833305133385401,0.028631974560221606,-1.0638727974279922,-1.2698629922749591
0,24.0,law,law,0.9332512679122891,-1.449327642099373,-1.0147301659625714,-0.2753107902127874,1.2673479617760055,0.2033371815870312,-1.2997637961456472,0.30054493807377836,1.3231550106109435,0.4082446235918772,-0.4452012764271533,-1.0376843995421237,0.5061021170077596,0.8764345476080926,1.2801460981916553,-1.7273228071348263,0.9699287725690307,-0.06893423750855704,0.01833305133385401,0.028631974560221606,-1.0638727974279922,-1.2698629922749591
0,24.0,law,law,-0.6647627148010963,0.4455340529416592,1.0620714187848517,-0.2753107902127874,-2.368901564503642,-0.7523741320562122,-1.2997637961456472,0.30054493807377836,1.3231550106109435,0.4082446235918772,-0.4452012764271533,-1.0376843995421237,0.5061021170077596,0.8764345476080926,1.2801460981916553,-1.7273228071348263,0.9699287725690307,-0.06893423750855704,0.01833305133385401,0.028631974560221606,-1.0638727974279922,-1.2698629922749591
0,24.0,law,law,0.4005799403411606,1.0771546179553366,-0.3224629710467637,-0.2753107902127874,-1.156818389077093,0.681192838408653,-1.2997637961456472,0.30054493807377836,1.3231550106109435,0.4082446235918772,-0.4452012764271533,-1.0376843995421237,0.5061021170077596,0.8764345476080926,1.2801460981916553,-1.7273228071348263,0.9699287725690307,-0.06893423750855704,0.01833305133385401,0.028631974560221606,-1.0638727974279922,-1.2698629922749591
0,24.0,law,law,-0.13209138722996785,0.4455340529416592,-0.3224629710467637,1.3562441386711905,0.05526478634945625,1.1590484952302746,-1.2997637961456472,0.30054493807377836,1.3231550106109435,0.4082446235918772,-0.4452012764271533,-1.0376843995421237,0.5061021170077596,0.8764345476080926,1.2801460981916553,-1.7273228071348263,0.9699287725690307,-0.06893423750855704,0.01833305133385401,0.028631974560221606,-1.0638727974279922,-1.2698629922749591
0,24.0,law,law,0.9332512679122891,-0.18608651207201818,0.36980422386904405,-1.9068657190967653,-0.5507768013638183,-1.7080854456994556,-1.2997637961456472,0.30054493807377836,1.3231550106109435,0.4082446235918772,-0.4452012764271533,-1.0376843995421237,0.5061021170077596,0.8764345476080926,1.2801460981916553,-1.7273228071348263,0.9699287725690307,-0.06893423750855704,0.01833305133385401,0.028631974560221606,-1.0638727974279922,-1.2698629922749591
0,24.0,law,law,0.4005799403411606,-1.449327642099373,1.0620714187848517,-0.2753107902127874,0.05526478634945625,1.6369041520518963,-1.2997637961456472,0.30054493807377836,1.3231550106109435,0.4082446235918772,-0.4452012764271533,-1.0376843995421237,0.5061021170077596,0.8764345476080926,1.2801460981916553,-1.7273228071348263,0.9699287725690307,-0.06893423750855704,0.01833305133385401,0.028631974560221606,-1.0638727974279922,-1.2698629922749591
0,24.0,law,law,-0.6647627148010963,0.4455340529416592,-0.3224629710467637,-0.8191624331741133,1.2673479617760055,-0.2745184752345905,-1.2997637961456472,0.30054493807377836,1.3231550106109435,0.4082446235918772,-0.4452012764271533,-1.0376843995421237,0.5061021170077596,0.8764345476080926,1.2801460981916553,-1.7273228071348263,0.9699287725690307,-0.06893423750855704,0.01833305133385401,0.028631974560221606,-1.0638727974279922,-1.2698629922749591
0,24.0,law,law,0.4005799403411606,-0.8177070770856956,0.36980422386904405,1.3562441386711905,-1.7628599767903677,-0.2745184752345905,-1.2997637961456472,0.30054493807377836,1.3231550106109435,0.4082446235918772,-0.4452012764271533,-1.0376843995421237,0.5061021170077596,0.8764345476080926,1.2801460981916553,-1.7273228071348263,0.9699287725690307,-0.06893423750855704,0.01833305133385401,0.028631974560221606,-1.0638727974279922,-1.2698629922749591
0,24.0,law,law,-0.13209138722996785,-0.18608651207201818,0.36980422386904405,0.26854085274853856,1.2673479617760055,1.1590484952302746,-1.2997637961456472,0.30054493807377836,1.3231550106109435,0.4082446235918772,-0.4452012764271533,-1.0376843995421237,0.5061021170077596,0.8764345476080926,1.2801460981916553,-1.7273228071348263,0.9699287725690307,-0.06893423750855704,0.01833305133385401,0.028631974560221606,-1.0638727974279922,-1.2698629922749591
0,25.0,Economics,Economist,0.4005799403411606,1.0771546179553366,1.7543386137006596,0.26854085274853856,0.6613063740627309,1.6369041520518963,-1.2997637961456472,0.30054493807377836,0.06434610642166069,-1.2249604216211323,-0.9155201512459323,0.8852673346358544,0.09579058287495043,-0.3411828456674401,-0.5868523282424216,1.068785835209587,-0.016905822230227147,-0.7581810033881532,0.01833305133385401,-1.819797021899208,0.918924254448532,0.9541583005080139
0,25.0,Economics,Economist,1.4659225954834176,-0.18608651207201818,1.0620714187848517,0.8123924957098645,1.2673479617760055,0.681192838408653,-1.2997637961456472,0.30054493807377836,0.06434610642166069,-1.2249604216211323,-0.9155201512459323,0.8852673346358544,0.09579058287495043,-0.3411828456674401,-0.5868523282424216,1.068785835209587,-0.016905822230227147,-0.7581810033881532,0.01833305133385401,-1.819797021899208,0.918924254448532,0.9541583005080139
0,25.0,Economics,Economist,0.4005799403411606,1.0771546179553366,1.0620714187848517,0.26854085274853856,1.2673479617760055,0.681192838408653,-1.2997637961456472,0.30054493807377836,0.06434610642166069,-1.2249604216211323,-0.9155201512459323,0.8852673346358544,0.09579058287495043,-0.3411828456674401,-0.5868523282424216,1.068785835209587,-0.016905822230227147,-0.7581810033881532,0.01833305133385401,-1.819797021899208,0.918924254448532,0.9541583005080139
0,25.0,Economics,Economist,1.4659225954834176,-0.18608651207201818,1.0620714187848517,0.26854085274853856,1.2673479617760055,0.681192838408653,-1.2997637961456472,0.30054493807377836,0.06434610642166069,-1.2249604216211323,-0.9155201512459323,0.8852673346358544,0.09579058287495043,-0.3411828456674401,-0.5868523282424216,1.068785835209587,-0.016905822230227147,-0.7581810033881532,0.01833305133385401,-1.819797021899208,0.918924254448532,0.9541583005080139
0,25.0,Economics,Economist,1.4659225954834176,1.7087751829690139,1.7543386137006596,1.9000957816325164,1.87338954948928,2.114759808873518,-1.2997637961456472,0.30054493807377836,0.06434610642166069,-1.2249604216211323,-0.9155201512459323,0.8852673346358544,0.09579058287495043,-0.3411828456674401,-0.5868523282424216,1.068785835209587,-0.016905822230227147,-0.7581810033881532,0.01833305133385401,-1.819797021899208,0.918924254448532,0.9541583005080139
0,25.0,Economics,Economist,0.9332512679122891,1.7087751829690139,1.7543386137006596,0.26854085274853856,1.2673479617760055,1.6369041520518963,-1.2997637961456472,0.30054493807377836,0.06434610642166069,-1.2249604216211323,-0.9155201512459323,0.8852673346358544,0.09579058287495043,-0.3411828456674401,-0.5868523282424216,1.068785835209587,-0.016905822230227147,-0.7581810033881532,0.01833305133385401,-1.819797021899208,0.918924254448532,0.9541583005080139
0,25.0,Economics,Economist,0.9332512679122891,1.0771546179553366,1.7543386137006596,0.26854085274853856,0.05526478634945625,1.6369041520518963,-1.2997637961456472,0.30054493807377836,0.06434610642166069,-1.2249604216211323,-0.9155201512459323,0.8852673346358544,0.09579058287495043,-0.3411828456674401,-0.5868523282424216,1.068785835209587,-0.016905822230227147,-0.7581810033881532,0.01833305133385401,-1.819797021899208,0.918924254448532,0.9541583005080139
0,25.0,Economics,Economist,0.4005799403411606,1.0771546179553366,1.0620714187848517,0.8123924957098645,1.2673479617760055,0.681192838408653,-1.2997637961456472,0.30054493807377836,0.06434610642166069,-1.2249604216211323,-0.9155201512459323,0.8852673346358544,0.09579058287495043,-0.3411828456674401,-0.5868523282424216,1.068785835209587,-0.016905822230227147,-0.7581810033881532,0.01833305133385401,-1.819797021899208,0.918924254448532,0.9541583005080139
0,25.0,Economics,Economist,1.4659225954834176,1.0771546179553366,1.0620714187848517,1.3562441386711905,1.2673479617760055,1.6369041520518963,-1.2997637961456472,0.30054493807377836,0.06434610642166069,-1.2249604216211323,-0.9155201512459323,0.8852673346358544,0.09579058287495043,-0.3411828456674401,-0.5868523282424216,1.068785835209587,-0.016905822230227147,-0.7581810033881532,0.01833305133385401,-1.819797021899208,0.918924254448532,0.9541583005080139
0,25.0,Economics,Economist,0.9332512679122891,-0.18608651207201818,1.0620714187848517,0.26854085274853856,1.2673479617760055,0.681192838408653,-1.2997637961456472,0.30054493807377836,0.06434610642166069,-1.2249604216211323,-0.9155201512459323,0.8852673346358544,0.09579058287495043,-0.3411828456674401,-0.5868523282424216,1.068785835209587,-0.016905822230227147,-0.7581810033881532,0.01833305133385401,-1.819797021899208,0.918924254448532,0.9541583005080139
